,single_kama_fast,single_kama_slow,single_kama_period,annual_return
0,1,30,10,-3.8789893503733337
1,1,30,11,-3.116756746256205
2,1,30,12,-2.677197448077325
3,1,30,13,-0.23492533318667486
4,1,30,14,-0.28454464895940057
5,1,31,10,-3.4471432028352544
6,1,31,11,-2.856244681813553
7,1,31,12,-2.4451294600250795
8,1,31,13,-0.17006564273497818
9,1,31,14,-0.5151029047008615
10,1,32,10,-3.4471432028352544
11,1,32,11,-2.856244681813553
12,1,32,12,-2.6221372294368637
13,1,32,13,-0.17006564273497818
14,1,32,14,0.30656280733018204
15,1,33,10,-3.650009295743125
16,1,33,11,-2.6674321705048842
17,1,33,12,-2.2101311677341555
18,1,33,13,-0.17006564273497818
19,1,33,14,0.29624456755769507
20,1,34,10,-3.650009295743125
21,1,34,11,-2.6449140897318975
22,1,34,12,-2.1206634291850035
23,1,34,13,1.2698683711109593
24,1,34,14,-1.198991842019912
25,2,30,10,-0.9752858588134954
26,2,30,11,-0.9777798792870216
27,2,30,12,-3.5293549470504364
28,2,30,13,-2.34139515772086
29,2,30,14,-2.1197927916130563
30,2,31,10,-1.0672928099364039
31,2,31,11,-0.1854605493526819
32,2,31,12,-3.125677661032019
33,2,31,13,-2.5170863421887817
34,2,31,14,-1.6308179411641082
35,2,32,10,-1.0672928099364039
36,2,32,11,-0.9757377280775852
37,2,32,12,-2.2961559034187946
38,2,32,13,-2.1294765452060234
39,2,32,14,-3.2319376704004976
40,2,33,10,-1.0672928099364039
41,2,33,11,-0.7219738941344843
42,2,33,12,-2.307301532703504
43,2,33,13,-3.2924839193814974
44,2,33,14,-2.078761627002047
45,2,34,10,-1.0957964986035849
46,2,34,11,-1.0261816580671408
47,2,34,12,-1.9774967807506947
48,2,34,13,-3.0187787724382016
49,2,34,14,-2.078761627002047
50,3,30,10,2.452175417001315
51,3,30,11,3.367075002157807
52,3,30,12,1.8782012766002059
53,3,30,13,2.207934510551584
54,3,30,14,2.575451303125782
55,3,31,10,2.452175417001315
56,3,31,11,3.2460434748199867
57,3,31,12,1.8864800685690095
58,3,31,13,2.470588617674626
59,3,31,14,2.360550008619833
60,3,32,10,2.452175417001315
61,3,32,11,2.9636058164839505
62,3,32,12,2.0240576144738474
63,3,32,13,2.470588617674626
64,3,32,14,1.8669527224744475
65,3,33,10,4.451434213038054
66,3,33,11,2.9636058164839505
67,3,33,12,1.9610935847129929
68,3,33,13,1.8151191207731288
69,3,33,14,2.244149309826923
70,3,34,10,5.0801677547142265
71,3,34,11,3.0428001554602178
72,3,34,12,1.0740699776886404
73,3,34,13,2.394058018362824
74,3,34,14,1.9641486976425653
75,4,30,10,4.995778588918618
76,4,30,11,3.7592942743115714
77,4,30,12,4.939224430208228
78,4,30,13,5.11023151005796
79,4,30,14,5.911060381266052
80,4,31,10,4.995778588918618
81,4,31,11,3.4721811487197765
82,4,31,12,5.058074383793303
83,4,31,13,5.568566334118814
84,4,31,14,6.071335975341888
85,4,32,10,5.1312797489740065
86,4,32,11,3.385269647417071
87,4,32,12,5.37190226632261
88,4,32,13,5.901229351525852
89,4,32,14,6.5426396970790055
90,4,33,10,5.24727084798787
91,4,33,11,3.9350650810561176
92,4,33,12,5.900352359743547
93,4,33,13,5.994795725156403
94,4,33,14,6.6958219902653
95,4,34,10,5.797957695421118
96,4,34,11,5.836655319117415
97,4,34,12,5.76954456698107
98,4,34,13,5.625904129222767
99,4,34,14,6.48367371898707
100,5,30,10,7.8749064354479685
101,5,30,11,7.533057544853154
102,5,30,12,6.879202653970458
103,5,30,13,6.740701909558863
104,5,30,14,6.482895517327385
105,5,31,10,7.907301734226594
106,5,31,11,7.388403887528705
107,5,31,12,6.976759167242734
108,5,31,13,6.230781784315681
109,5,31,14,5.909897091987381
110,5,32,10,8.193785706130006
111,5,32,11,7.388403887528705
112,5,32,12,7.340887986592073
113,5,32,13,6.367878755657909
114,5,32,14,5.558257596907597
115,5,33,10,7.713554265306399
116,5,33,11,7.586185722202275
117,5,33,12,6.585326505714321
118,5,33,13,6.233120901085923
119,5,33,14,6.490165931859942
120,5,34,10,7.713554265306399
121,5,34,11,7.306777202738954
122,5,34,12,6.451331887446633
123,5,34,13,6.952176041904878
124,5,34,14,6.835145898754906
125,6,30,10,6.77195121969167
126,6,30,11,6.64885549047858
127,6,30,12,6.232466334845584
128,6,30,13,6.428129103399842
129,6,30,14,7.515743554425283
130,6,31,10,6.77195121969167
131,6,31,11,5.9424420708470285
132,6,31,12,6.4592101764594245
133,6,31,13,6.824526163352779
134,6,31,14,7.27429703386245
135,6,32,10,6.360622455260987
136,6,32,11,6.419631854514178
137,6,32,12,6.237145043390173
138,6,32,13,6.521182215274492
139,6,32,14,6.797656066485505
140,6,33,10,7.309352563975873
141,6,33,11,6.297095811783058
142,6,33,12,6.082583678466251
143,6,33,13,6.7414687554052986
144,6,33,14,7.135880629675122
145,6,34,10,6.609699532301748
146,6,34,11,6.297095811783058
147,6,34,12,6.388347846237352
148,6,34,13,6.4247391983645885
149,6,34,14,7.137533396670539
150,7,30,10,6.164668674838951
151,7,30,11,4.829625886295727
152,7,30,12,4.8483126750070635
153,7,30,13,4.736942771273019
154,7,30,14,4.90901942024771
155,7,31,10,4.7681870097468915
156,7,31,11,5.055004215230708
157,7,31,12,5.653117111447691
158,7,31,13,4.703439892029765
159,7,31,14,4.895649147942846
160,7,32,10,4.7400502535798665
161,7,32,11,4.982636966803381
162,7,32,12,5.722376683664194
163,7,32,13,4.876575363522676
164,7,32,14,4.943542896453231
165,7,33,10,4.897839260495898
166,7,33,11,6.1340060083096395
167,7,33,12,4.898685515156266
168,7,33,13,4.736244058509255
169,7,33,14,4.456852250617207
170,7,34,10,5.244265877175726
171,7,34,11,5.818723823845375
172,7,34,12,4.598462698334473
173,7,34,13,4.946636118522518
174,7,34,14,2.9714203441001246
175,8,30,10,2.8045965340867394
176,8,30,11,2.5804612195376797
177,8,30,12,1.9250559984970204
178,8,30,13,2.576302029317503
179,8,30,14,1.8420357305718154
180,8,31,10,3.4268137368315363
181,8,31,11,2.094162937402723
182,8,31,12,0.8779326913023626
183,8,31,13,1.5035777490946514
184,8,31,14,0.8872961815370062
185,8,32,10,3.591865368264921
186,8,32,11,2.5766459387344094
187,8,32,12,1.8468413616215287
188,8,32,13,0.8272932503404054
189,8,32,14,1.890818055679726
190,8,33,10,2.0044523099551244
191,8,33,11,2.1241543810406984
192,8,33,12,2.547750993167851
193,8,33,13,0.9762008094020154
194,8,33,14,1.9221216356049924
195,8,34,10,2.0492310401992615
196,8,34,11,2.16538893961593
197,8,34,12,1.1535352015657978
198,8,34,13,0.5534906430615883
199,8,34,14,2.1241673385272666
200,9,30,10,-0.1774437572813868
201,9,30,11,1.8066982856765275
202,9,30,12,0.6537010451289295
203,9,30,13,-0.379649390866689
204,9,30,14,-1.170731785103505
205,9,31,10,0.6625998448581504
206,9,31,11,1.3979023255556533
207,9,31,12,0.9812176095175127
208,9,31,13,-1.1348866938667406
209,9,31,14,-1.2897383733552485
210,9,32,10,1.3351831662684936
211,9,32,11,1.1914993866786552
212,9,32,12,0.24359443658004734
213,9,32,13,-1.2427317450233046
214,9,32,14,-1.1976510458865413
215,9,33,10,1.401251863624059
216,9,33,11,1.6698228140028353
217,9,33,12,0.19014605720930744
218,9,33,13,-1.0959243779786654
219,9,33,14,-0.5282551422984321
220,9,34,10,0.04579262605827167
221,9,34,11,0.9646047837598525
222,9,34,12,0.6433456234605004
223,9,34,13,0.13881329299221842
224,9,34,14,-0.5746361466351221
